Date;SERVICE_ID (Trip_ID);trip text description;Nb sub-trips;Diagram;SERIE_ID;Unit;Origin;Service_Number;Departure time;Destination;Service_Number_2;Expected_Finish;Counter type 1;Diagram_Counter Expense
10.02.2017;20170210_VW940_1H01;1H01;0;VW940;20170210_VW940;UK390039;Euston;1H01;10.02.2017 18:00;ManchstrP;1H01;10.02.2017 20:05;Miles;183.67
10.02.2017;20170210_VW940_1M13;1M13;0;VW940;20170210_VW940;UK390039;Glas Cen.;1M13;10.02.2017 12:40;Euston;1M13;10.02.2017 17:11;Miles;401.49
10.02.2017;20170210_VW940_1S42;1S42;0;VW940;20170210_VW940;UK390039;Euston;1S42;10.02.2017 07:30;Glas Cen.;1S42;10.02.2017 11:59;Miles;401.49
10.02.2017;20170210_VW940_5H01;5H01;0;VW940;20170210_VW940;UK390039;ManchstrP;5H01;10.02.2017 20:33;LongstCMD;5H01;10.02.2017 20:44;Miles;Oca.68
10.02.2017;20170210_VW940_5S42;5S42;0;VW940;20170210_VW940;UK390039;WembleyID;5S42;10.02.2017 06:43;Euston;5S42;10.02.2017 07:02;Miles;7.May
10.02.2017;20170210_VW941_1A36;1A36;0;VW941;20170210_VW941;UK390151;ManchstrP;1A36;10.02.2017 12:55;Euston;1A36;10.02.2017 15:09;Miles;188.93
10.02.2017;20170210_VW941_1A62;1A62;0;VW941;20170210_VW941;UK390151;ManchstrP;1A62;10.02.2017 18:15;Euston;1A62;10.02.2017 20:21;Miles;183.67
10.02.2017;20170210_VW941_1F28;1F28;0;VW941;20170210_VW941;UK390151;Euston;1F28;10.02.2017 21:07;Lime St;1F28;10.02.2017 23:34;Miles;193.71
10.02.2017;20170210_VW941_1H18;1H18;0;VW941;20170210_VW941;UK390151;Euston;1H18;10.02.2017 10:20;ManchstrP;1H18;10.02.2017 12:28;Miles;183.67
10.02.2017;20170210_VW941_1H70;1H70;0;VW941;20170210_VW941;UK390151;Euston;1H70;10.02.2017 15:40;ManchstrP;1H70;10.02.2017 17:46;Miles;188.93
10.02.2017;20170210_VW941_1R25;1R25;0;VW941;20170210_VW941;UK390151;ManchstrP;1R25;10.02.2017 07:35;Euston;1R25;10.02.2017 09:49;Miles;183.67
10.02.2017;20170210_VW941_5F28;5F28;0;VW941;20170210_VW941;UK390151;Lime St;5F28;11.02.2017 00:15;EdgeHlDHS;5F28;11.02.2017 00:25;Miles;1.May
10.02.2017;20170210_VW941_5R25;5R25;0;VW941;20170210_VW941;UK390151;LongstCMD;5R25;10.02.2017 06:43;ManchstrP;5R25;10.02.2017 06:54;Miles;Oca.68
10.02.2017;20170210_VW942_1A32;1A32;0;VW942;20170210_VW942;UK390127;ManchstrP;1A32;10.02.2017 12:15;Euston;1A32;10.02.2017 14:21;Miles;183.67
10.02.2017;20170210_VW942_1B70;1B70;0;VW942;20170210_VW942;UK390129;New St.;1B70;10.02.2017 16:50;Euston;1B70;10.02.2017 18:14;Miles;112.95
10.02.2017;20170210_VW942_1H64;1H64;0;VW942;20170210_VW942;UK390127;Euston;1H64;10.02.2017 09:40;ManchstrP;1H64;10.02.2017 11:46;Miles;188.93
10.02.2017;20170210_VW942_1H73;1H73;0;VW942;20170210_VW942;UK390138;Euston;1H73;10.02.2017 18:40;ManchstrP;1H73;10.02.2017 20:52;Miles;188.93
10.02.2017;20170210_VW942_1R19;1R19;0;VW942;20170210_VW942;UK390127;Lime St;1R19;10.02.2017 07:00;Euston;1R19;10.02.2017 09:04;Miles;193.71
10.02.2017;20170210_VW942_5G73;5G73;1;VW942;20170210_VW942;UK390138;ManchstrP;5G73;10.02.2017 21:08;Wolvrhptn;5G73;10.02.2017 23:28;Miles;77.35
10.02.2017;20170210_VW942_5G73d2;5G73;2;VW942;20170210_VW942;UK390138;Wolvrhptn;5G73;10.02.2017 23:43;Oxley CMD;5G73;10.02.2017 23:48;Miles;1.May
10.02.2017;20170210_VW942_5R19;5R19;0;VW942;20170210_VW942;UK390127;EdgeHlDHS;5R19;10.02.2017 06:00;Lime St;5R19;10.02.2017 06:10;Miles;1.May
10.02.2017;20170210_VW942_9G28;9G28;0;VW942;20170210_VW942;UK390129;Euston;9G28;10.02.2017 15:03;New St.;9G28;10.02.2017 16:26;Miles;112.95
10.02.2017;20170210_VW943_1H83;1H83;0;VW943;20170210_VW943;UK390131;Euston;1H83;10.02.2017 18:57;ManchstrP;1H83;10.02.2017 21:10;Miles;188.93
10.02.2017;20170210_VW943_5A99;5A99;1;VW943;20170210_VW943;UK390131;ManchstrP;5A99;10.02.2017 21:31;WCML_na;5A99;10.02.2017 22:29;Miles;55.34
10.02.2017;20170210_VW943_5A99d2;5A99;2;VW943;20170210_VW943;UK390131;WCML_na;5A99;10.02.2017 22:32;WembleyID;5A99;11.02.2017 01:02;Miles;132.29
10.02.2017;20170210_VW944_1A74;1A74;0;VW944;20170210_VW944;UK390130;Lime St;1A74;10.02.2017 20:48;Euston;1A74;10.02.2017 23:43;Miles;193.71
10.02.2017;20170210_VW944_1F24;1F24;0;VW944;20170210_VW944;UK390130;Euston;1F24;10.02.2017 18:07;Lime St;1F24;10.02.2017 20:20;Miles;193.71
10.02.2017;20170210_VW944_5A24;5A24;0;VW944;20170210_VW944;UK390132;LongstCMD;5A24;10.02.2017 14:09;Euston;5A24;10.02.2017 17:30;Miles;187.92
10.02.2017;20170210_VW944_5A74;5A74;0;VW944;20170210_VW944;UK390130;Euston;5A74;11.02.2017 00:22;WembleyID;5A74;11.02.2017 00:41;Miles;7.May
10.02.2017;20170210_VW945_1S39;1S39;0;VW945;20170210_VW945;UK390006;New St.;1S39;10.02.2017 07:16;Glas Cen.;1S39;10.02.2017 11:15;Miles;298
10.02.2017;20170210_VW945_5G37;5G37;0;VW945;20170210_VW945;UK390020;Wolvrhptn;5G37;10.02.2017 20:07;Oxley CMD;5G37;10.02.2017 20:12;Miles;1.May
10.02.2017;20170210_VW945_5S39;5S39;0;VW945;20170210_VW945;UK390006;Oxley CMD;5S39;10.02.2017 05:59;New St.;5S39;10.02.2017 07:00;Miles;16.95
10.02.2017;20170210_VW945_9G37;9G37;1;VW945;20170210_VW945;UK390020;Euston;9G37;10.02.2017 18:03;New St.;9G37;10.02.2017 19:26;Miles;112.95
10.02.2017;20170210_VW945_9G37d2;9G37;2;VW945;20170210_VW945;UK390132;Euston;9G37;10.02.2017 18:03;New St.;9G37;10.02.2017 19:26;Miles;112.95
10.02.2017;20170210_VW945_9G37d3;9G37;3;VW945;20170210_VW945;UK390020;New St.;9G37;10.02.2017 19:28;Wolvrhptn;9G37;10.02.2017 19:59;Miles;15.65
10.02.2017;20170210_VW945_9M55;9M55;1;VW945;20170210_VW945;UK390006;Glas Cen.;9M55;10.02.2017 12:00;New St.;9M55;10.02.2017 16:05;Miles;298
10.02.2017;20170210_VW945_9M55d2;9M55;2;VW945;20170210_VW945;UK390006;New St.;9M55;10.02.2017 16:10;Euston;9M55;10.02.2017 17:33;Miles;112.95
10.02.2017;20170210_VW946_1A44;1A44;0;VW946;20170210_VW946;UK390002;ManchstrP;1A44;10.02.2017 14:35;Euston;1A44;10.02.2017 16:40;Miles;183.67
10.02.2017;20170210_VW946_1F23;1F23;0;VW946;20170210_VW946;UK390009;Euston;1F23;10.02.2017 17:33;Lime St;1F23;10.02.2017 19:52;Miles;193.71
10.02.2017;20170210_VW946_1H23;1H23;0;VW946;20170210_VW946;UK390002;Euston;1H23;10.02.2017 12:00;ManchstrP;1H23;10.02.2017 14:04;Miles;183.67
10.02.2017;20170210_VW946_1M07;1M07;0;VW946;20170210_VW946;UK390118;Glas Cen.;1M07;10.02.2017 06:30;Euston;1M07;10.02.2017 11:11;Miles;401.49
10.02.2017;20170210_VW946_5F23;5F23;0;VW946;20170210_VW946;UK390009;Lime St;5F23;10.02.2017 20:12;EdgeHlDHS;5F23;10.02.2017 20:22;Miles;1.May
10.02.2017;20170210_VW946_5M07;5M07;0;VW946;20170210_VW946;UK390118;PoldieDHS;5M07;10.02.2017 06:00;Glas Cen.;5M07;10.02.2017 06:10;Miles;Þub.15
10.02.2017;20170210_VW947_1A22;1A22;0;VW947;20170210_VW947;UK390005;ManchstrP;1A22;10.02.2017 10:15;Euston;1A22;10.02.2017 12:20;Miles;183.67
10.02.2017;20170210_VW947_1A49;1A49;0;VW947;20170210_VW947;UK390130;ManchstrP;1A49;10.02.2017 15:35;Euston;1A49;10.02.2017 17:40;Miles;183.67
10.02.2017;20170210_VW947_1A75;1A75;0;VW947;20170210_VW947;UK390006;ManchstrP;1A75;10.02.2017 21:15;Euston;1A75;10.02.2017 23:48;Miles;183.67
10.02.2017;20170210_VW947_1H02;1H02;0;VW947;20170210_VW947;UK390006;Euston;1H02;10.02.2017 18:20;ManchstrP;1H02;10.02.2017 20:28;Miles;183.67
10.02.2017;20170210_VW947_1H26;1H26;0;VW947;20170210_VW947;UK390005;Euston;1H26;10.02.2017 13:00;ManchstrP;1H26;10.02.2017 15:04;Miles;183.67
10.02.2017;20170210_VW947_1H62;1H62;0;VW947;20170210_VW947;UK390005;Euston;1H62;10.02.2017 07:35;ManchstrP;1H62;10.02.2017 09:45;Miles;188.93
10.02.2017;20170210_VW947_1R00;1R00;1;VW947;20170210_VW947;UK390005;Wolvrhptn;1R00;10.02.2017 05:00;New St.;1R00;10.02.2017 05:26;Miles;Ara.89
10.02.2017;20170210_VW947_1R00d2;1R00;2;VW947;20170210_VW947;UK390005;New St.;1R00;10.02.2017 05:29;Euston;1R00;10.02.2017 07:05;Miles;112.95
10.02.2017;20170210_VW947_5A75;5A75;0;VW947;20170210_VW947;UK390006;Euston;5A75;11.02.2017 00:26;WembleyID;5A75;11.02.2017 00:45;Miles;7.May
10.02.2017;20170210_VW947_5R00;5R00;0;VW947;20170210_VW947;UK390005;Oxley CMD;5R00;10.02.2017 04:40;Wolvrhptn;5R00;10.02.2017 04:45;Miles;1.May
10.02.2017;20170210_VW948_1A14;1A14;0;VW948;20170210_VW948;UK390154;ManchstrP;1A14;10.02.2017 08:35;Euston;1A14;10.02.2017 10:51;Miles;183.67
10.02.2017;20170210_VW948_1A41;1A41;0;VW948;20170210_VW948;UK390154;ManchstrP;1A41;10.02.2017 13:55;Euston;1A41;10.02.2017 16:02;Miles;188.93
10.02.2017;20170210_VW948_1A67;1A67;0;VW948;20170210_VW948;UK390154;ManchstrP;1A67;10.02.2017 19:15;Euston;1A67;10.02.2017 21:23;Miles;183.67
10.02.2017;20170210_VW948_1H21;1H21;0;VW948;20170210_VW948;UK390154;Euston;1H21;10.02.2017 11:20;ManchstrP;1H21;10.02.2017 13:28;Miles;183.67
10.02.2017;20170210_VW948_1H71;1H71;0;VW948;20170210_VW948;UK390154;Euston;1H71;10.02.2017 16:40;ManchstrP;1H71;10.02.2017 18:46;Miles;188.93
10.02.2017;20170210_VW948_5A14;5A14;0;VW948;20170210_VW948;UK390154;LongstCMD;5A14;10.02.2017 07:51;ManchstrP;5A14;10.02.2017 08:02;Miles;Oca.68
10.02.2017;20170210_VW948_5A67;5A67;0;VW948;20170210_VW948;UK390154;Euston;5A67;10.02.2017 21:48;WembleyID;5A67;10.02.2017 22:07;Miles;7.May
10.02.2017;20170210_VW949_1A60;1A60;0;VW949;20170210_VW949;UK390157;Lime St;1A60;10.02.2017 17:47;Euston;1A60;10.02.2017 20:04;Miles;193.71
10.02.2017;20170210_VW949_1F19;1F19;0;VW949;20170210_VW949;UK390157;Euston;1F19;10.02.2017 15:07;Lime St;1F19;10.02.2017 17:20;Miles;193.71
10.02.2017;20170210_VW949_1P07;1P07;0;VW949;20170210_VW949;UK390157;Euston;1P07;10.02.2017 20:30;Preston;1P07;10.02.2017 22:48;Miles;209.05
10.02.2017;20170210_VW949_1R28;1R28;0;VW949;20170210_VW949;UK390123;ManchstrP;1R28;10.02.2017 07:55;Euston;1R28;10.02.2017 10:16;Miles;188.93
10.02.2017;20170210_VW949_5F19;5F19;0;VW949;20170210_VW949;UK390157;WembleyID;5F19;10.02.2017 13:46;Euston;5F19;10.02.2017 14:05;Miles;7.May
10.02.2017;20170210_VW949_5H00;5H00;0;VW949;20170210_VW949;UK390157;Preston;5H00;10.02.2017 23:03;LongstCMD;5H00;10.02.2017 23:57;Miles;38.01
10.02.2017;20170210_VW949_5R28;5R28;1;VW949;20170210_VW949;UK390123;LongstCMD;5R28;10.02.2017 07:09;ManchstrP;5R28;10.02.2017 07:20;Miles;Oca.68
10.02.2017;20170210_VW949_5R28d2;5R28;2;VW949;20170210_VW949;UK390157;Euston;5R28;10.02.2017 10:49;WembleyID;5R28;10.02.2017 11:08;Miles;7.May
10.02.2017;20170210_VW950_1B82;1B82;0;VW950;20170210_VW950;UK390040;New St.;1B82;10.02.2017 18:50;Euston;1B82;10.02.2017 20:15;Miles;112.95
10.02.2017;20170210_VW950_1S36;1S36;0;VW950;20170210_VW950;UK390044;New St.;1S36;10.02.2017 06:16;Edinburgh;1S36;10.02.2017 10:17;Miles;295.66
10.02.2017;20170210_VW950_5G45;5G45;0;VW950;20170210_VW950;UK390040;Wolvrhptn;5G45;10.02.2017 22:40;Oxley CMD;5G45;10.02.2017 22:45;Miles;1.May
10.02.2017;20170210_VW950_5S36;5S36;0;VW950;20170210_VW950;UK390044;Oxley CMD;5S36;10.02.2017 05:19;New St.;5S36;10.02.2017 05:47;Miles;14.39
10.02.2017;20170210_VW950_9G34;9G34;0;VW950;20170210_VW950;UK390040;Euston;9G34;10.02.2017 17:03;New St.;9G34;10.02.2017 18:26;Miles;112.95
10.02.2017;20170210_VW950_9G45;9G45;1;VW950;20170210_VW950;UK390040;Euston;9G45;10.02.2017 20:43;New St.;9G45;10.02.2017 22:05;Miles;112.95
10.02.2017;20170210_VW950_9G45d2;9G45;2;VW950;20170210_VW950;UK390040;New St.;9G45;10.02.2017 22:08;Wolvrhptn;9G45;10.02.2017 22:28;Miles;Ara.89
10.02.2017;20170210_VW950_9M54;9M54;1;VW950;20170210_VW950;UK390044;Edinburgh;9M54;10.02.2017 10:51;New St.;9M54;10.02.2017 15:05;Miles;295.66
10.02.2017;20170210_VW950_9M54d2;9M54;2;VW950;20170210_VW950;UK390044;New St.;9M54;10.02.2017 15:10;Euston;9M54;10.02.2017 16:32;Miles;112.95
10.02.2017;20170210_VW956_1P05;1P05;0;VW956;20170210_VW956;UK390049;Euston;1P05;10.02.2017 18:46;Preston;1P05;10.02.2017 21:31;Miles;209.05
10.02.2017;20170210_VW956_5B05;5B05;0;VW956;20170210_VW956;UK390141;Oxley CMD;5B05;10.02.2017 13:48;Euston;5B05;10.02.2017 16:06;Miles;126.19
10.02.2017;20170210_VW956_5G05;5G05;1;VW956;20170210_VW956;UK390049;Preston;5G05;10.02.2017 22:15;Wolvrhptn;5G05;10.02.2017 23:50;Miles;90.78
10.02.2017;20170210_VW956_5G05d2;5G05;2;VW956;20170210_VW956;UK390049;Wolvrhptn;5G05;11.02.2017 00:11;Oxley CMD;5G05;11.02.2017 00:16;Miles;1.May
